DEPARTURE_DELAY,DISTANCE,ARRIVAL_DELAY,IF_DELAY
-7.0,679,-22.0,0
3.0,1739,-7.0,0
-2.0,591,-8.0,0
0.0,214,-9.0,0
-3.0,757,-18.0,0
-6.0,1010,-20.0,0
-1.0,290,2.0,0
10.0,209,6.0,0
41.0,102,43.0,1
-1.0,1265,14.0,1
13.0,522,1.0,0
178.0,1846,171.0,1
74.0,1121,69.0,1
2.0,201,-11.0,0
-10.0,629,-28.0,0
0.0,2007,14.0,1
20.0,192,20.0,1
-3.0,840,-4.0,0
-2.0,1464,1.0,0
21.0,912,5.0,0
8.0,599,7.0,0
57.0,226,41.0,1
3.0,328,7.0,0
4.0,2398,-10.0,0
1.0,850,22.0,1
2.0,406,-17.0,0
25.0,853,10.0,1
35.0,277,24.0,1
3.0,1747,-4.0,0
39.0,407,26.0,1
25.0,1546,25.0,1
6.0,577,-1.0,0
6.0,405,5.0,0
20.0,325,17.0,1
3.0,347,0.0,0
20.0,588,5.0,0
0.0,507,-5.0,0
1.0,1371,-2.0,0
-8.0,1099,-27.0,0
16.0,1065,-9.0,0
-4.0,468,-7.0,0
46.0,1017,47.0,1
5.0,1846,-24.0,0
-10.0,1258,-26.0,0
6.0,1067,-6.0,0
53.0,721,56.0,1
-5.0,1096,-33.0,0
5.0,1126,-10.0,0
-7.0,1303,8.0,0
21.0,1045,10.0,1
-3.0,123,-3.0,0
-7.0,569,-12.0,0
-15.0,972,-24.0,0
6.0,954,-3.0,0
-1.0,773,-20.0,0
-1.0,223,-7.0,0
-1.0,404,2.0,0
-1.0,515,-13.0,0
0.0,1931,-1.0,0
-4.0,612,-6.0,0
-1.0,152,-9.0,0
3.0,666,-6.0,0
-2.0,692,-15.0,0
14.0,1990,4.0,0
-9.0,1156,-1.0,0
-5.0,643,18.0,1
-3.0,779,-14.0,0
0.0,1131,27.0,1
78.0,576,71.0,1
28.0,888,26.0,1
-8.0,507,-5.0,0
7.0,690,-1.0,0
-10.0,502,-7.0,0
-9.0,373,-6.0,0
48.0,214,34.0,1
26.0,1119,8.0,0
46.0,1195,52.0,1
-6.0,840,-32.0,0
9.0,866,15.0,1
-4.0,391,-8.0,0
9.0,86,9.0,0
119.0,156,123.0,1
88.0,637,92.0,1
6.0,1249,7.0,0
-4.0,811,2.0,0
-2.0,758,-6.0,0
-6.0,280,-16.0,0
-4.0,399,-10.0,0
3.0,545,-8.0,0
-4.0,451,-16.0,0
20.0,140,14.0,1
-3.0,421,-2.0,0
-10.0,298,-21.0,0
0.0,944,-16.0,0
7.0,1541,-2.0,0
-7.0,837,-3.0,0
-1.0,763,-18.0,0
-6.0,147,-11.0,0
10.0,134,5.0,0
9.0,936,-10.0,0
-1.0,366,-4.0,0
60.0,746,37.0,1
52.0,1195,69.0,1
-2.0,187,-12.0,0
-2.0,2465,-12.0,0
-2.0,636,-14.0,0
-4.0,2677,-10.0,0
-2.0,762,-36.0,0
2.0,846,-13.0,0
-5.0,403,-10.0,0
21.0,1069,40.0,1
-7.0,125,-11.0,0
31.0,1201,20.0,1
16.0,719,20.0,1
34.0,2615,28.0,1
-3.0,1013,-13.0,0
4.0,2583,-1.0,0
-1.0,733,-13.0,0
-6.0,2565,-15.0,0
11.0,874,30.0,1
-1.0,1797,-12.0,0
-3.0,495,-7.0,0
18.0,323,14.0,1
6.0,239,8.0,0
19.0,248,26.0,1
1.0,862,-2.0,0
3.0,1036,-6.0,0
8.0,836,39.0,1
0.0,239,-7.0,0
6.0,971,3.0,0
39.0,226,30.0,1
-2.0,849,0.0,0
8.0,1105,0.0,0
-2.0,907,-13.0,0
7.0,407,8.0,0
39.0,337,38.0,1
-1.0,1044,-7.0,0
6.0,935,-5.0,0
-5.0,804,5.0,0
1.0,258,-4.0,0
-3.0,296,-4.0,0
36.0,390,31.0,1
7.0,342,-1.0,0
1.0,404,-1.0,0
4.0,733,-20.0,0
-1.0,2446,4.0,0
-2.0,719,-22.0,0
2.0,2556,11.0,1
0.0,2504,10.0,1
4.0,1972,-12.0,0
0.0,2342,-24.0,0
8.0,569,10.0,1
50.0,989,37.0,1
-20.0,1623,-13.0,0
37.0,964,29.0,1
6.0,247,0.0,0
-4.0,867,-18.0,0
101.0,1068,97.0,1
-1.0,1660,33.0,1
3.0,1235,-11.0,0
-12.0,1192,-27.0,0
-8.0,965,-16.0,0
152.0,1197,143.0,1
-8.0,937,-13.0,0
30.0,1046,17.0,1
0.0,2139,-20.0,0
18.0,1197,11.0,1
7.0,1399,-4.0,0
-4.0,666,-23.0,0
-1.0,368,3.0,0
-9.0,566,-27.0,0
78.0,192,61.0,1
-9.0,377,-18.0,0
-4.0,448,-8.0,0
-1.0,895,1.0,0
67.0,641,58.0,1
-8.0,100,0.0,0
-5.0,265,-24.0,0
39.0,177,59.0,1
8.0,685,13.0,1
-2.0,501,4.0,0
-7.0,659,33.0,1
6.0,957,-1.0,0
-1.0,965,-17.0,0
-6.0,100,4.0,0
8.0,751,0.0,0
-8.0,114,10.0,1
5.0,2504,4.0,0
-1.0,2583,-32.0,0
-10.0,1220,-16.0,0
-5.0,1045,2.0,0
-3.0,192,-12.0,0
151.0,456,152.0,1
1.0,1482,10.0,1
-5.0,366,-13.0,0
22.0,481,17.0,1
12.0,510,3.0,0
-2.0,84,1.0,0
5.0,1156,-9.0,0
-1.0,262,-11.0,0
-6.0,227,-10.0,0
-7.0,1892,-19.0,0
-1.0,986,-21.0,0
14.0,775,5.0,0
19.0,416,6.0,0
1.0,2586,-13.0,0
85.0,602,81.0,1
-2.0,951,1.0,0
0.0,1105,1.0,0
34.0,468,32.0,1
3.0,611,3.0,0
10.0,945,3.0,0
21.0,258,12.0,1
13.0,1294,-3.0,0
59.0,377,51.0,1
-7.0,634,-31.0,0
-2.0,528,-8.0,0
12.0,255,6.0,0
14.0,248,9.0,0
-6.0,372,-19.0,0
1.0,569,-5.0,0
9.0,937,-3.0,0
0.0,1723,-8.0,0
6.0,861,-10.0,0
1.0,1440,11.0,1
21.0,2845,4.0,0
-7.0,946,-20.0,0
6.0,921,4.0,0
-2.0,550,-5.0,0
16.0,1217,15.0,1
-6.0,2174,-29.0,0
-2.0,679,-6.0,0
-2.0,224,13.0,1
6.0,689,-9.0,0
5.0,356,-7.0,0
3.0,1590,-25.0,0
-2.0,151,-14.0,0
-12.0,1086,-30.0,0
7.0,516,2.0,0
0.0,950,-19.0,0
-4.0,2475,-19.0,0
1.0,1640,-14.0,0
0.0,368,-15.0,0
17.0,351,23.0,1
-10.0,321,-20.0,0
22.0,987,15.0,1
68.0,296,56.0,1
-2.0,647,11.0,1
-1.0,158,-18.0,0
-3.0,751,7.0,0
4.0,997,-17.0,0
8.0,462,-5.0,0
5.0,925,-1.0,0
-3.0,67,-2.0,0
0.0,2486,21.0,1
-5.0,1087,-35.0,0
10.0,300,1.0,0
-4.0,529,-17.0,0
0.0,201,7.0,0
-10.0,1330,-10.0,0
-8.0,74,-7.0,0
-8.0,306,-16.0,0
39.0,628,23.0,1
0.0,992,5.0,0
4.0,2402,2.0,0
-2.0,993,-6.0,0
-4.0,1184,-29.0,0
0.0,842,-6.0,0
2.0,584,-11.0,0
-3.0,925,-12.0,0
10.0,806,2.0,0
0.0,345,-9.0,0
6.0,397,1.0,0
7.0,365,3.0,0
34.0,1011,33.0,1
0.0,838,2.0,0
9.0,349,-10.0,0
-9.0,930,-2.0,0
9.0,446,8.0,0
-1.0,308,-4.0,0
3.0,333,3.0,0
-5.0,882,-10.0,0
0.0,781,-9.0,0
10.0,677,0.0,0
22.0,419,15.0,1
15.0,1005,5.0,0
2.0,937,-7.0,0
84.0,1721,72.0,1
-6.0,1303,-5.0,0
58.0,868,55.0,1
23.0,447,23.0,1
0.0,733,1.0,0
-6.0,1096,-15.0,0
-3.0,1829,-10.0,0
-6.0,192,-20.0,0
-10.0,646,-7.0,0
-3.0,2329,-20.0,0
-8.0,909,-26.0,0
-7.0,2475,19.0,1
-1.0,1428,-12.0,0
-12.0,680,-16.0,0
30.0,1674,39.0,1
-3.0,2640,-6.0,0
-6.0,484,-21.0,0
4.0,190,12.0,1
0.0,2139,-11.0,0
7.0,354,1.0,0
-8.0,127,6.0,0
14.0,1162,2.0,0
47.0,247,57.0,1
6.0,835,26.0,1
3.0,258,28.0,1
3.0,585,16.0,1
14.0,122,8.0,0
-4.0,391,7.0,0
21.0,588,12.0,1
-10.0,109,-13.0,0
-4.0,410,-23.0,0
51.0,1725,12.0,1
-6.0,946,29.0,1
-9.0,372,-20.0,0
14.0,89,6.0,0
30.0,563,47.0,1
85.0,1042,80.0,1
-2.0,763,-2.0,0
-6.0,170,0.0,0
-3.0,403,-15.0,0
-6.0,723,-16.0,0
-10.0,1606,-14.0,0
-6.0,1587,-29.0,0
66.0,1123,47.0,1
7.0,563,18.0,1
1.0,886,-3.0,0
-4.0,857,-26.0,0
6.0,1325,28.0,1
-3.0,1916,-22.0,0
-4.0,867,-11.0,0
38.0,1452,17.0,1
55.0,187,54.0,1
0.0,373,-4.0,0
5.0,1072,-3.0,0
17.0,1166,8.0,0
8.0,604,3.0,0
0.0,577,-4.0,0
65.0,1444,43.0,1
11.0,834,8.0,0
23.0,1838,25.0,1
-4.0,1189,-6.0,0
-1.0,397,-5.0,0
0.0,738,-18.0,0
-3.0,1235,-14.0,0
-4.0,543,-2.0,0
17.0,991,41.0,1
-4.0,543,-10.0,0
1.0,1605,-9.0,0
9.0,2475,-1.0,0
15.0,731,-2.0,0
4.0,985,-3.0,0
-2.0,1171,37.0,1
81.0,551,88.0,1
4.0,1021,-6.0,0
-4.0,1846,-8.0,0
-2.0,1050,-3.0,0
-2.0,2701,-34.0,0
20.0,989,14.0,1
-10.0,1666,-27.0,0
31.0,1035,10.0,1
-6.0,991,-29.0,0
-3.0,957,-11.0,0
0.0,481,-17.0,0
-4.0,1590,-2.0,0
-6.0,1076,-16.0,0
0.0,1096,-36.0,0
-4.0,737,-4.0,0
-4.0,208,-9.0,0
11.0,1012,27.0,1
-8.0,776,-19.0,0
161.0,305,156.0,1
27.0,312,33.0,1
-7.0,215,-33.0,0
-7.0,479,-30.0,0
-4.0,764,-13.0,0
-4.0,661,-2.0,0
34.0,304,39.0,1
-7.0,748,-18.0,0
-7.0,199,-9.0,0
0.0,862,-14.0,0
-3.0,563,0.0,0
-7.0,630,3.0,0
-10.0,569,-24.0,0
5.0,185,0.0,0
-2.0,799,20.0,1
21.0,102,37.0,1
4.0,728,6.0,0
-1.0,516,-17.0,0
-3.0,432,-17.0,0
-1.0,781,-1.0,0
-11.0,986,-2.0,0
-3.0,109,-11.0,0
10.0,679,-7.0,0
-8.0,861,-12.0,0
27.0,541,14.0,1
38.0,1635,41.0,1
0.0,666,-7.0,0
0.0,189,-12.0,0
7.0,528,3.0,0
21.0,283,23.0,1
10.0,1184,-12.0,0
4.0,1218,5.0,0
0.0,602,5.0,0
106.0,453,110.0,1
19.0,1246,23.0,1
10.0,1390,22.0,1
25.0,1256,13.0,1
0.0,861,18.0,1
-5.0,251,-10.0,0
-3.0,302,-11.0,0
22.0,1300,15.0,1
6.0,1844,4.0,0
6.0,1199,7.0,0
62.0,1855,55.0,1
-4.0,1565,5.0,0
19.0,302,11.0,1
5.0,671,0.0,0
49.0,588,48.0,1
-1.0,197,3.0,0
6.0,1085,3.0,0
120.0,2585,96.0,1
13.0,978,-6.0,0
20.0,1709,33.0,1
17.0,1055,19.0,1
43.0,802,60.0,1
-7.0,978,-3.0,0
-3.0,1448,-1.0,0
2.0,954,6.0,0
-15.0,814,-25.0,0
29.0,989,5.0,0
6.0,929,8.0,0
-4.0,1089,-27.0,0
-2.0,1182,-18.0,0
0.0,874,-18.0,0
9.0,1199,23.0,1
-2.0,287,-12.0,0
0.0,534,-2.0,0
6.0,2677,-5.0,0
-4.0,224,-2.0,0
26.0,999,15.0,1
10.0,135,16.0,1
8.0,404,24.0,1
18.0,157,23.0,1
-2.0,125,-4.0,0
2.0,238,-3.0,0
-10.0,190,-18.0,0
-5.0,337,-10.0,0
7.0,567,-3.0,0
-13.0,192,-17.0,0
17.0,967,47.0,1
3.0,1237,-10.0,0
6.0,253,10.0,1
33.0,109,19.0,1
0.0,113,-1.0,0
-3.0,447,-18.0,0
3.0,725,-16.0,0
-8.0,488,-16.0,0
-3.0,895,-11.0,0
3.0,515,13.0,1
77.0,587,61.0,1
-10.0,125,-11.0,0
39.0,639,40.0,1
-10.0,326,-1.0,0
-1.0,1379,-12.0,0
-8.0,163,-3.0,0
8.0,590,1.0,0
-10.0,920,12.0,1
-1.0,544,-7.0,0
-2.0,481,-6.0,0
5.0,1050,-1.0,0
-2.0,1014,-6.0,0
-1.0,1449,1.0,0
-6.0,369,-17.0,0
-2.0,369,3.0,0
0.0,1491,9.0,0
12.0,1999,44.0,1
-1.0,189,3.0,0
21.0,223,14.0,1
44.0,1750,33.0,1
-1.0,491,-14.0,0
5.0,1139,-4.0,0
18.0,237,17.0,1
13.0,289,-3.0,0
4.0,1313,-5.0,0
12.0,368,0.0,0
11.0,480,4.0,0
1.0,404,-3.0,0
7.0,1357,3.0,0
1.0,1037,10.0,1
-5.0,733,-22.0,0
0.0,919,-2.0,0
3.0,1119,-2.0,0
-4.0,334,-5.0,0
24.0,247,35.0,1
24.0,190,16.0,1
13.0,802,-4.0,0
-7.0,605,-12.0,0
28.0,2681,3.0,0
-4.0,2688,-25.0,0
107.0,950,95.0,1
-13.0,444,-12.0,0
-1.0,907,-21.0,0
-1.0,432,-9.0,0
-5.0,447,-10.0,0
-4.0,476,-17.0,0
-7.0,326,-18.0,0
2.0,696,6.0,0
43.0,408,38.0,1
15.0,862,14.0,1
23.0,922,20.0,1
12.0,134,8.0,0
16.0,173,2.0,0
19.0,715,22.0,1
-1.0,109,3.0,0
32.0,667,34.0,1
-6.0,2253,-1.0,0
-1.0,844,-20.0,0
-8.0,391,-1.0,0
-8.0,447,-10.0,0
136.0,638,145.0,1
-1.0,1042,13.0,1
-2.0,1062,7.0,0
15.0,1120,9.0,0
40.0,985,38.0,1
15.0,1091,31.0,1
-2.0,264,5.0,0
-1.0,1069,-10.0,0
8.0,944,17.0,1
10.0,554,-15.0,0
-10.0,964,-6.0,0
-7.0,866,-30.0,0
15.0,997,1.0,0
-3.0,1773,12.0,1
40.0,644,31.0,1
-6.0,280,-6.0,0
23.0,600,11.0,1
-3.0,130,-8.0,0
13.0,651,11.0,1
-5.0,399,-14.0,0
-4.0,2475,-31.0,0
2.0,148,18.0,1
12.0,580,7.0,0
92.0,793,81.0,1
-5.0,547,0.0,0
-4.0,562,3.0,0
2.0,337,3.0,0
11.0,1048,16.0,1
-6.0,1066,-1.0,0
18.0,834,11.0,1
0.0,1189,-11.0,0
-2.0,997,-11.0,0
-1.0,1183,-11.0,0
-4.0,1728,-27.0,0
5.0,1733,-8.0,0
52.0,391,50.0,1
1.0,1390,-18.0,0
-4.0,325,-6.0,0
6.0,2367,-1.0,0
23.0,862,6.0,0
25.0,927,31.0,1
16.0,1744,0.0,0
129.0,918,126.0,1
15.0,641,26.0,1
33.0,1242,41.0,1
-5.0,1192,-5.0,0
-6.0,1448,-17.0,0
-9.0,1046,-8.0,0
-5.0,1598,-40.0,0
14.0,1623,20.0,1
-6.0,436,-23.0,0
-4.0,782,-28.0,0
7.0,731,-10.0,0
7.0,1074,-4.0,0
-1.0,201,1.0,0
0.0,517,8.0,0
0.0,468,-7.0,0
74.0,322,58.0,1
-2.0,416,-10.0,0
22.0,1009,11.0,1
-1.0,2409,-10.0,0
-8.0,122,-25.0,0
10.0,685,8.0,0
-1.0,603,3.0,0
0.0,561,7.0,0
0.0,552,0.0,0
-5.0,908,-18.0,0
6.0,370,-1.0,0
-6.0,531,3.0,0
-3.0,522,4.0,0
-1.0,2454,-38.0,0
20.0,420,13.0,1
24.0,934,17.0,1
-4.0,1607,-13.0,0
42.0,2454,25.0,1
9.0,1400,-15.0,0
-5.0,788,-6.0,0
-4.0,301,-11.0,0
-4.0,151,-9.0,0
6.0,483,11.0,1
4.0,925,-27.0,0
4.0,649,0.0,0
3.0,1005,-12.0,0
-2.0,187,-19.0,0
8.0,488,-6.0,0
-4.0,936,-14.0,0
1.0,163,6.0,0
-7.0,224,-12.0,0
-3.0,667,-9.0,0
27.0,458,35.0,1
4.0,483,12.0,1
-5.0,177,-12.0,0
19.0,1514,30.0,1
-9.0,419,-12.0,0
1.0,1075,26.0,1
38.0,166,31.0,1
-2.0,163,-3.0,0
4.0,737,54.0,1
-1.0,1346,-18.0,0
-1.0,1276,-19.0,0
-7.0,130,-21.0,0
-4.0,631,-14.0,0
-3.0,500,-3.0,0
-4.0,1085,-31.0,0
-6.0,679,-2.0,0
11.0,406,2.0,0
20.0,272,19.0,1
28.0,281,26.0,1
-1.0,325,-7.0,0
-4.0,327,-6.0,0
-5.0,738,2.0,0
-4.0,601,-6.0,0
-5.0,571,-15.0,0
-5.0,1166,-18.0,0
0.0,589,-8.0,0
15.0,255,13.0,1
-4.0,1521,-18.0,0
-4.0,725,-15.0,0
16.0,349,9.0,0
40.0,488,35.0,1
1.0,304,-2.0,0
20.0,1635,-13.0,0
19.0,647,21.0,1
2.0,247,21.0,1
-8.0,192,-1.0,0
21.0,1721,24.0,1
-2.0,1235,36.0,1
7.0,1235,-11.0,0
-2.0,432,-35.0,0
-2.0,406,-18.0,0
-1.0,594,-8.0,0
-6.0,1183,-21.0,0
-4.0,851,6.0,0
25.0,533,16.0,1
2.0,1014,7.0,0
14.0,853,32.0,1
-7.0,812,16.0,1
-11.0,489,-3.0,0
-1.0,451,-1.0,0
-10.0,77,-12.0,0
-10.0,129,-12.0,0
58.0,1009,47.0,1
84.0,250,77.0,1
8.0,110,12.0,1
10.0,119,18.0,1
-1.0,261,8.0,0
3.0,1943,-8.0,0
-2.0,1452,-5.0,0
-1.0,677,-20.0,0
-6.0,368,-23.0,0
-1.0,507,-5.0,0
54.0,1235,58.0,1
16.0,209,2.0,0
-4.0,271,-18.0,0
-3.0,515,-20.0,0
5.0,1379,0.0,0
-2.0,607,-25.0,0
-14.0,853,-4.0,0
5.0,216,4.0,0
-10.0,100,2.0,0
40.0,852,36.0,1
8.0,216,18.0,1
-9.0,326,-14.0,0
18.0,2565,-4.0,0
-10.0,1598,-24.0,0
0.0,2447,-22.0,0
-1.0,646,0.0,0
1.0,728,-2.0,0
0.0,507,-9.0,0
35.0,650,36.0,1
73.0,1476,56.0,1
0.0,414,-2.0,0
-2.0,1342,-7.0,0
3.0,928,3.0,0
0.0,1105,-14.0,0
34.0,337,34.0,1
11.0,1750,-11.0,0
4.0,1599,-21.0,0
5.0,874,-8.0,0
-6.0,719,-3.0,0
10.0,373,34.0,1
-2.0,1012,-15.0,0
3.0,1009,21.0,1
-3.0,575,-2.0,0
2.0,187,1.0,0
26.0,624,8.0,0
-5.0,919,-6.0,0
-12.0,204,-15.0,0
-3.0,852,-12.0,0
-2.0,1005,-9.0,0
-8.0,892,-14.0,0
8.0,1197,0.0,0
6.0,231,0.0,0
5.0,1069,18.0,1
-2.0,2182,-11.0,0
-2.0,2556,10.0,1
-2.0,1620,11.0,1
58.0,293,56.0,1
7.0,69,10.0,1
-2.0,445,-14.0,0
-8.0,612,54.0,1
41.0,401,33.0,1
17.0,758,25.0,1
0.0,2556,-7.0,0
24.0,701,18.0,1
-1.0,139,-5.0,0
-1.0,190,4.0,0
10.0,273,34.0,1
-1.0,931,10.0,1
-8.0,235,-19.0,0
18.0,821,9.0,0
27.0,436,44.0,1
-4.0,427,-19.0,0
12.0,164,15.0,1
-5.0,363,-16.0,0
-6.0,749,-1.0,0
58.0,562,53.0,1
43.0,403,33.0,1
-7.0,598,-13.0,0
83.0,913,93.0,1
-4.0,874,-15.0,0
7.0,554,0.0,0
-8.0,1008,-4.0,0
33.0,896,25.0,1
12.0,628,0.0,0
-6.0,182,-25.0,0
1.0,1023,12.0,1
0.0,541,0.0,0
-4.0,370,28.0,1
-1.0,967,-33.0,0
-1.0,1009,-7.0,0
-2.0,2979,1.0,0
-1.0,468,-9.0,0
-9.0,857,-11.0,0
0.0,936,20.0,1
0.0,2176,-12.0,0
26.0,599,22.0,1
-5.0,544,-12.0,0
-4.0,666,-11.0,0
7.0,899,-10.0,0
1.0,370,3.0,0
13.0,862,20.0,1
1.0,2475,-28.0,0
0.0,414,2.0,0
-1.0,2419,-13.0,0
1.0,587,-3.0,0
3.0,281,4.0,0
8.0,1246,-1.0,0
24.0,1180,46.0,1
3.0,447,-4.0,0
-6.0,337,-16.0,0
50.0,1108,43.0,1
-1.0,677,-5.0,0
8.0,1092,-1.0,0
26.0,1592,25.0,1
-4.0,293,1.0,0
7.0,888,3.0,0
1.0,591,-14.0,0
-1.0,825,-3.0,0
13.0,370,30.0,1
2.0,587,-1.0,0
31.0,446,31.0,1
-1.0,507,-1.0,0
-3.0,602,0.0,0
-7.0,2475,-8.0,0
0.0,986,19.0,1
0.0,550,5.0,0
5.0,1372,11.0,1
40.0,853,27.0,1
59.0,1217,52.0,1
29.0,1464,20.0,1
-6.0,641,4.0,0
-1.0,1205,-6.0,0
76.0,1440,85.0,1
-1.0,1119,-11.0,0
-7.0,1144,1.0,0
-4.0,2583,12.0,1
-4.0,1182,-1.0,0
19.0,1076,-8.0,0
-9.0,1035,-21.0,0
-2.0,406,-15.0,0
-6.0,581,-27.0,0
44.0,594,27.0,1
-5.0,1047,-13.0,0
-3.0,946,-21.0,0
-3.0,762,-20.0,0
1.0,1111,-3.0,0
-2.0,351,-6.0,0
5.0,744,1.0,0
-6.0,1008,6.0,0
-2.0,809,32.0,1
10.0,667,6.0,0
-1.0,1737,10.0,1
43.0,134,57.0,1
12.0,522,12.0,1
3.0,594,4.0,0
2.0,308,-3.0,0
0.0,402,-17.0,0
-1.0,493,7.0,0
-3.0,160,8.0,0
21.0,2556,2.0,0
-3.0,201,-12.0,0
2.0,604,8.0,0
2.0,1346,-3.0,0
-10.0,395,-11.0,0
-12.0,239,-11.0,0
6.0,100,13.0,1
0.0,624,-5.0,0
0.0,2565,-1.0,0
-3.0,100,-2.0,0
81.0,3801,63.0,1
1.0,1303,-14.0,0
-3.0,226,-11.0,0
-4.0,814,-13.0,0
-8.0,930,4.0,0
-6.0,361,-12.0,0
-4.0,912,7.0,0
-8.0,366,-11.0,0
2.0,377,6.0,0
10.0,293,9.0,0
0.0,319,14.0,1
-2.0,1521,-17.0,0
0.0,972,5.0,0
12.0,395,2.0,0
-6.0,1075,8.0,0
5.0,1500,-18.0,0
0.0,843,5.0,0
10.0,1050,-4.0,0
-3.0,651,-15.0,0
7.0,277,7.0,0
59.0,920,57.0,1
21.0,2486,23.0,1
-5.0,861,-4.0,0
0.0,1107,-7.0,0
6.0,2486,-20.0,0
-1.0,1188,-7.0,0
9.0,936,-10.0,0
44.0,813,53.0,1
17.0,592,47.0,1
-6.0,627,-18.0,0
91.0,421,93.0,1
-8.0,2355,-32.0,0
78.0,447,70.0,1
-3.0,404,-29.0,0
-6.0,557,-25.0,0
-7.0,632,-20.0,0
14.0,895,5.0,0
22.0,2338,-2.0,0
-7.0,738,-26.0,0
30.0,695,32.0,1
-10.0,968,-6.0,0
4.0,983,7.0,0
-1.0,677,10.0,1
-5.0,347,0.0,0
-6.0,370,-5.0,0
-10.0,965,-13.0,0
-2.0,260,-5.0,0
-1.0,414,0.0,0
5.0,110,18.0,1
18.0,677,12.0,1
-2.0,509,-1.0,0
-3.0,455,4.0,0
7.0,396,4.0,0
23.0,2227,4.0,0
19.0,522,31.0,1
86.0,826,65.0,1
5.0,1028,8.0,0
-2.0,2704,-13.0,0
-2.0,528,2.0,0
-1.0,212,-24.0,0
-4.0,199,-16.0,0
-10.0,489,1.0,0
0.0,1092,-20.0,0
31.0,1546,33.0,1
-2.0,163,0.0,0
2.0,965,-2.0,0
-4.0,1562,27.0,1
27.0,321,21.0,1
-2.0,749,-14.0,0
2.0,508,-1.0,0
-3.0,331,-10.0,0
-3.0,341,-9.0,0
11.0,977,14.0,1
3.0,421,-1.0,0
-6.0,262,-1.0,0
-2.0,862,24.0,1
2.0,449,-1.0,0
3.0,861,-4.0,0
-2.0,331,-14.0,0
-5.0,2419,-21.0,0
-4.0,1111,-6.0,0
26.0,1067,24.0,1
22.0,236,23.0,1
21.0,1211,18.0,1
-3.0,460,-5.0,0
1.0,1142,-14.0,0
12.0,325,26.0,1
-6.0,327,-16.0,0
-4.0,1069,-9.0,0
0.0,495,-15.0,0
89.0,342,83.0,1
-6.0,1079,-13.0,0
-6.0,362,-1.0,0
0.0,159,-14.0,0
8.0,651,0.0,0
-1.0,600,-5.0,0
-7.0,631,-10.0,0
-4.0,646,-16.0,0
9.0,2615,4.0,0
-3.0,1197,-2.0,0
6.0,597,-6.0,0
34.0,1389,19.0,1
0.0,599,-20.0,0
-1.0,813,-4.0,0
57.0,1055,45.0,1
-5.0,680,2.0,0
-5.0,937,-2.0,0
22.0,1107,15.0,1
-4.0,630,-8.0,0
-4.0,413,-13.0,0
13.0,1053,9.0,0
0.0,606,-20.0,0
-1.0,404,-6.0,0
-3.0,946,-17.0,0
0.0,1747,-14.0,0
24.0,689,25.0,1
0.0,425,-11.0,0
26.0,1211,23.0,1
26.0,528,10.0,1
-2.0,794,-12.0,0
-2.0,772,-1.0,0
24.0,528,-1.0,0
-12.0,328,-18.0,0
-7.0,674,-16.0,0
-5.0,633,-13.0,0
-7.0,139,-12.0,0
3.0,466,-10.0,0
5.0,862,29.0,1
3.0,2614,-21.0,0
2.0,2462,3.0,0
18.0,299,7.0,0
-3.0,785,-6.0,0
22.0,354,44.0,1
0.0,364,3.0,0
67.0,89,75.0,1
-5.0,491,-23.0,0
12.0,296,1.0,0
38.0,1299,11.0,1
-5.0,824,-10.0,0
-6.0,697,-5.0,0
98.0,110,100.0,1
-13.0,657,4.0,0
-11.0,160,-15.0,0
-14.0,1303,-28.0,0
-8.0,1598,-5.0,0
-3.0,802,-17.0,0
-5.0,192,-13.0,0
-2.0,475,-13.0,0
-7.0,429,16.0,1
8.0,1084,-3.0,0
0.0,268,-9.0,0
184.0,2496,164.0,1
0.0,912,17.0,1
-1.0,936,0.0,0
-4.0,374,15.0,1
40.0,102,52.0,1
-2.0,650,-5.0,0
0.0,2296,0.0,0
-2.0,255,10.0,1
4.0,759,9.0,0
41.0,1325,30.0,1
-5.0,1009,-4.0,0
-5.0,944,-7.0,0
-4.0,828,-9.0,0
-2.0,1598,-14.0,0
-5.0,759,-15.0,0
0.0,718,-7.0,0
-1.0,231,-7.0,0
-6.0,453,-24.0,0
-3.0,287,-5.0,0
-2.0,306,-12.0,0
-7.0,427,-14.0,0
-4.0,304,-5.0,0
-4.0,2917,17.0,1
-5.0,529,-17.0,0
2.0,529,-12.0,0
-7.0,214,-23.0,0
34.0,581,17.0,1
-3.0,270,-20.0,0
10.0,762,0.0,0
-2.0,692,10.0,1
-1.0,484,2.0,0
9.0,872,0.0,0
-3.0,239,-4.0,0
24.0,237,21.0,1
111.0,239,101.0,1
-1.0,236,-4.0,0
12.0,795,10.0,1
16.0,867,7.0,0
21.0,715,21.0,1
5.0,1041,3.0,0
1.0,611,-5.0,0
-4.0,480,-17.0,0
0.0,302,-6.0,0
9.0,889,68.0,1
41.0,1865,20.0,1
-5.0,647,1.0,0
11.0,419,6.0,0
-1.0,992,-7.0,0
-3.0,1107,-5.0,0
-1.0,1044,-5.0,0
3.0,2586,6.0,0
-4.0,2342,11.0,1
98.0,2174,114.0,1
-4.0,733,-11.0,0
-4.0,224,0.0,0
3.0,1182,-2.0,0
102.0,926,99.0,1
-13.0,1431,20.0,1
18.0,1120,26.0,1
17.0,460,10.0,1
-3.0,1192,-2.0,0
0.0,1744,-18.0,0
15.0,338,13.0,1
-7.0,224,14.0,1
