budget,id,popularity,revenue,runtime,vote_average,vote_count,if_popular
50000000,11968,14.723467,44434439,110,5.8,458,0
60000000,10047,21.084542,66976317,148,6.2,367,0
49900000,38319,21.408222,26121638,102,5.2,501,0
50000000,69668,19.267479,38502340,84,5.8,391,0
50000000,9770,3.314004,10541523,114,5.9,81,0
50000000,11212,21.312186,16671505,99,5.8,274,0
50000000,10533,7.44268,10382407,135,5.5,108,0
22000000,38363,12.54949,24188922,108,6.5,235,0
50000000,9923,18.394571,22944502,127,6,444,0
50000000,11863,8.189406,9851610,95,5.2,44,0
50000000,18501,27.631262,40828540,95,5.6,760,0
60000000,109491,40.721373,60052138,124,5.6,984,0
55000000,9275,11.329727,0,109,5.9,132,0
50000000,329833,37.253774,55969000,100,4.7,797,0
50000000,12634,6.397388,6808550,88,5,76,0
60000000,10416,2.275331,0,105,5.4,37,0
50000000,47327,30.387148,28931401,105,5.3,600,0
50000000,15268,8.139676,12764201,97,3.9,112,0
49000000,10796,21.746245,72700000,87,5.7,437,0
49000000,9548,2.808428,20423389,104,6.2,71,0
50000000,18947,31.02233,36348784,116,7.2,666,1
48000000,1900,25.170217,207515725,147,6.9,562,0
48000000,89,80.972475,474171806,127,7.6,3152,1
0,96724,26.38704,68929150,130,6.5,639,0
49000000,198184,116.700319,104399548,120,6.6,3062,0
73000000,9481,33.884459,151493655,118,6.5,826,0
48000000,4547,53.043124,196397415,111,6.5,1267,0
0,53953,0.716764,0,0,4.3,13,0
75000000,6415,34.973086,108000000,114,6.6,692,0
50000000,181283,40.371098,3324330,137,6.1,547,0
48000000,9896,18.60049,85498534,112,6,518,0
48000000,167,30.920075,50315140,120,7.1,695,1
0,11232,11.940711,0,118,6,418,0
48000000,1636,19.348007,90383208,93,5.6,512,0
58000000,2148,8.59075,25928721,127,6.6,68,0
55000000,5176,48.801089,70016220,122,6.9,1188,0
48000000,260346,88.844777,325771424,109,6.1,2200,0
48000000,1389,16.000178,77745568,123,6.5,333,0
47000000,9894,19.525659,102825796,96,5.7,594,0
0,7504,1.246883,528972,101,6.6,9,0
47000000,8592,7.859226,103738726,103,5.9,251,0
48000000,913,18.102572,124305181,113,6.6,339,0
48000000,11091,7.226115,35743308,132,6.5,103,0
15000000,1368,63.071046,125212904,93,7.2,1488,1
0,593,24.132271,0,167,7.7,357,1
47000000,5393,10.410933,38085778,75,4.6,104,0
47000000,9095,6.067212,12379402,104,5.7,74,0
38000000,8874,15.401855,299288605,105,6.3,584,0
0,11467,10.698929,0,102,5.5,252,0
46000000,320,41.322708,113714830,118,6.8,1148,0
46000000,199,25.6713,150000000,111,7,661,1
47000000,20533,22.581313,10539000,80,4.4,420,0
46000000,10684,12.971122,100860818,117,6.2,232,0
45000000,1624,26.721386,181000000,86,6.4,1424,0
25000000,325789,24.672234,15436808,127,6.6,573,0
46000000,113464,0.146783,5200000,140,6.5,2,0
46000000,888,28.964162,341631208,91,5,543,0
45000000,82675,49.353524,376141306,91,6.1,2757,0
48000000,4256,36.585509,220673217,84,5.8,912,0
45000000,1493,32.624355,212000000,111,6.1,961,0
45000000,88751,53.090422,101702060,93,5.8,1309,0
40000000,11130,30.002907,95149435,113,6,697,0
45000000,9944,17.923254,195268056,141,6.3,371,0
45000000,10731,17.746719,117615211,119,6.4,278,0
45000000,7350,31.305336,175372502,97,7,1111,1
45000000,9869,19.637704,178051587,117,6.3,433,0
43000000,4379,10.411996,154749918,101,5.6,406,0
46000000,146233,88.496873,122126687,153,7.9,3085,1
45000000,2034,52.081131,104876233,122,7.3,1634,1
45000000,926,30.816341,90683916,102,6.9,710,0
45000000,4248,35.376971,141220678,83,5.4,982,0
45000000,64328,17.047276,165184237,103,6.5,501,0
45000000,36647,43.815492,131183530,120,6.5,1905,0
30000000,7214,23.234651,76669806,136,7.3,496,1
45000000,1537,17.270539,94935764,89,5.9,299,0
45000000,9360,27.684779,136885767,89,4.7,610,0
45000000,6282,26.79781,113916474,100,5.8,575,0
40000000,508,37.073127,244931766,135,7,1869,1
120000000,9487,87.350802,363258859,95,6.8,2303,0
35000000,768,26.134678,74558115,122,6.6,741,0
45000000,2636,16.582709,170362582,110,5.5,313,0
45000000,10478,10.731574,53854588,135,5.9,150,0
0,27983,2.094151,0,111,6.2,26,0
45000000,9981,8.99269,56070433,95,5.6,176,0
50000000,7453,51.742065,104478416,109,6.6,1315,0
0,15045,7.157635,0,93,4.3,69,0
45000000,7737,12.06538,148412065,94,6.1,1292,0
40000000,232672,44.120328,123494610,117,6.6,1006,0
45000000,17379,6.156015,38399961,112,6.4,119,0
45000000,8987,12.362876,0,111,6.1,210,0
45000000,11359,11.095914,0,96,5.9,134,0
45000000,82525,31.856589,82966152,131,6.2,766,0
25000000,9759,24.459948,56422687,94,6.1,537,0
40000000,9486,28.029015,160583018,88,6,852,0
50000000,9906,20.239061,55181129,88,5.5,366,0
40000000,841,25.876582,30925690,137,6.5,562,0
0,4688,11.872841,0,133,7.1,410,1
35000000,4148,20.360549,75225693,119,6.7,796,0
55000000,2207,32.31022,65664721,105,6.2,661,0
70000000,9381,27.568194,72108608,101,5.4,676,0
45000000,9625,6.250282,0,92,4.7,100,0
45000000,9304,11.120344,0,117,5.5,154,0
45000000,20856,13.707183,57881056,86,5.3,244,0
35000000,5955,12.495436,29400000,123,6.5,215,0
45000000,9899,6.803965,38058335,134,6.1,151,0
45000000,9826,9.025236,17300889,100,4.7,136,0
57000000,21355,7.524671,0,117,5.8,60,0
44000000,10858,3.770161,13681765,192,7.1,71,1
45000000,11439,21.118196,60222298,128,6.7,670,0
45000000,9457,6.513856,11203026,106,6,154,0
45000000,12412,11.387408,9323833,160,6.3,90,0
110,1494,9.950505,0,114,6.6,203,0
45000000,13184,14.813057,42487390,99,5,332,0
40000000,2185,5.201688,8493890,85,6.3,80,0
45000000,6639,5.361699,4607608,139,6.4,81,0
45000000,38153,3.848893,2154540,103,4,11,0
45000000,58233,35.6585,160078586,101,6,1007,0
65000000,116977,5.258726,73706,87,2.3,28,0
44500000,68734,62.01056,232324128,120,7.1,3423,1
44000000,5503,54.884297,368875760,130,7.2,1220,1
40000000,27573,33.747825,136000000,110,5.5,858,0
44000000,819,16.245068,165615285,147,7.3,715,1
44000000,1369,38.653969,300400432,96,6.3,864,0
44000000,9623,3.937352,0,118,5.5,89,0
2600000,10895,46.007991,84300000,88,6.9,1355,0
44000000,10935,5.380124,3484331,219,6.4,55,0
50000000,834,49.020045,111340801,106,6.4,1528,0
40000000,228066,24.821138,34227298,109,5.6,685,0
43000000,711,19.043286,80049764,136,7,302,1
43000000,10468,5.418921,0,103,6,208,0
45000000,10027,25.999888,50871113,103,6.6,518,0
43000000,11812,18.65632,68696770,84,5.3,280,0
42000000,37233,23.736535,270248367,154,6.6,501,0
44000000,37950,21.75433,48190704,99,6.8,566,0
40000000,27582,44.094856,51070807,93,6.3,1045,0
42000000,64688,62.714026,201585328,109,6.7,4074,0
42000000,509,28.969151,363889678,124,7,1262,1
45000000,7443,31.789029,224834564,84,6.5,1150,0
42000000,5966,33.238296,171963386,90,5.8,773,0
40000000,11066,6.420434,70100000,117,5.4,134,0
43000000,136795,37.654688,158674180,117,6.5,1575,0
31115000,8095,13.244365,71000000,248,6.7,146,0
0,87826,26.799913,73100172,105,6,593,0
42000000,11560,14.046705,63781810,115,6.1,184,0
42000000,25189,3.844926,0,126,6.5,47,0
32000000,2637,14.733513,55157539,119,6.1,305,0
42000000,18480,16.122168,0,83,5.4,518,0
32000000,709,28.22119,156167015,133,5.9,541,0
42000000,49730,45.151657,89162162,100,5.6,922,0
60000000,2749,15.205371,56359980,120,5.7,191,0
48000000,9607,14.587367,20915465,104,4,232,0
42000000,1830,34.828241,24127895,122,7,1335,1
31000000,79,23.607392,177394432,99,7.2,635,1
40000000,54054,19.438503,36893721,91,5.3,388,0
44000000,228967,74.168016,12342632,112,6.1,2304,0
42000000,46528,7.349497,11087569,100,6.3,136,0
33000000,27936,7.663515,14000000,100,6.8,148,0
41000000,65,32.798571,215000000,110,6.8,1626,0
0,280391,5.794466,0,100,5.3,125,0
65000000,9476,36.670399,117487473,132,6.6,907,0
41000000,10610,14.653718,0,88,5.3,281,0
40000000,745,73.085576,672806292,107,7.7,3147,1
42000000,49527,34.041407,46221189,102,6.2,925,0
41000000,73937,9.419726,7448385,100,5.6,248,0
8000000,1885,28.456572,90815558,126,6.9,891,0
40000000,168672,49.664128,251171807,138,6.8,2807,0
40000000,18240,36.238968,317375031,108,6.7,1804,0
70000000,10398,19.439386,177841558,105,6.2,278,0
40000000,165,43.345252,332000000,108,7.4,3829,1
40000000,240832,115.241998,126546825,89,6.3,5878,0
40000000,216015,98.755657,571006128,125,5.2,3254,0
38000000,12279,21.998734,197011982,84,4.7,511,0
40000000,1645,25.219805,152266007,149,7,509,1
40000000,11007,26.516624,190212113,98,6,699,0
40000000,193756,37.084384,149295601,121,7.4,1526,1
40000000,11287,21.661028,107458785,128,6.7,354,0
40000000,259693,68.794673,320170008,134,7,1949,1
40000000,37799,69.27822,224920315,120,7.1,3391,1
40000000,10184,26.253357,177259441,129,6.2,959,0
45000000,4257,32.549282,178262620,83,5.3,750,0
40000000,4234,24.992057,161834276,116,5.7,736,0
40000000,196,45.769562,244527583,118,7.1,2900,1
40000000,257091,36.301202,111811453,100,5.9,944,0
40000000,6114,45.022964,215862692,128,7.1,1056,1
40000000,24803,22.853006,129540499,123,6.6,560,0
40000000,109410,31.884559,95020213,128,6.8,787,0
40000000,1213,31.385257,128798265,139,7,767,1
40000000,100042,67.767785,169837010,110,5.4,1127,0
40000000,9036,24.287306,120455994,120,6.7,542,0
35000000,257211,53.114573,194564672,121,7.1,1881,1
40000000,323675,25.136082,124827316,102,6.1,555,0
40000000,9361,37.776566,75505856,112,7.1,732,1
40000000,1677,21.743321,124731534,152,7.2,467,1
40000000,187,66.003433,158733820,124,7.2,2691,1
40000000,7461,24.862767,151161491,90,6.2,716,0
41000000,16538,25.391899,91636986,105,6.5,515,0
40000000,9889,29.854773,141069860,114,5.7,731,0
40000000,820,26.82041,205405498,189,7.5,502,1
40000000,11565,17.61292,138259062,99,5.4,371,0
57000000,6073,21.021809,147845033,123,5.8,441,0
20000000,16996,52.571674,136267476,102,6.1,1350,0
40000000,193610,34.519636,196781193,109,6.2,1437,0
40000000,19912,32.478077,186167139,82,5.4,831,0
40000000,296098,48.445978,165478348,141,7.2,2583,1
40000000,8007,24.012986,91753202,106,6,457,0
40000000,32823,17.869443,90029656,109,5.9,612,0
50000000,4380,14.231899,170128460,107,5.9,297,0
40000000,11551,23.088571,54682547,110,6.2,511,0
40000000,10336,19.833664,87840042,96,5,336,0
35000000,11362,26.595983,75395048,131,7.3,453,1
40000000,50348,26.072228,85412898,119,7,902,1
30000000,48138,38.643914,130786397,113,6.5,1265,0
40000000,1124,74.440708,109676311,130,8,4391,1
42000000,227159,82.185281,107670357,108,6.1,1536,0
40000000,68179,18.14218,74597643,89,5.7,332,0
40000000,1579,41.570047,120175290,139,7.3,1221,1
40000000,708,23.331459,191185897,130,6.2,440,0
40000000,34851,47.649554,126248813,107,6,1206,0
0,9930,7.519433,0,116,5.8,51,0
40000000,1586,32.908414,92913171,96,6.4,972,0
40000000,2044,29.88736,114830111,99,6.5,670,0
43000000,9913,29.105407,91974818,104,6.4,573,0
0,71864,16.394452,51854875,105,6.5,386,0
40000000,10761,19.574774,84601681,101,6,394,0
40000000,209451,14.199933,67347013,134,6.8,255,0
40000000,11975,12.229516,45916769,135,6.7,235,0
40000000,4970,27.303608,141591324,98,5.8,629,0
36000000,11831,3.698276,74000000,155,6.8,316,0
40000000,9096,7.021871,0,106,5.8,114,0
40000000,440,39.381913,41797066,94,4.9,740,0
40000000,11011,14.398356,0,95,5.4,415,0
65000000,10641,8.680334,0,103,5.7,135,0
40000000,11172,17.659032,145896422,96,6.2,554,0
40000000,39513,43.151268,97552050,104,6.5,1789,0
40000000,82687,15.283444,41863726,95,5.4,284,0
40000000,41446,35.21926,97138686,111,6.1,902,0
40000000,8224,25.580272,96618699,123,6.1,474,0
38000000,10537,10.794175,34416893,140,6.7,275,0
40000000,225886,72.641296,126069509,97,5.3,1695,0
40000000,10385,3.415534,36037909,94,5,40,0
47000000,55779,38.555482,157887643,92,5.9,866,0
0,10154,6.786117,0,102,5.3,140,0
40000000,10647,24.313684,55707411,122,7,432,1
30000000,11431,9.965073,50451307,103,5.9,182,0
40000000,8457,15.055732,0,102,5.5,275,0
0,188161,32.808675,0,116,5.8,1468,0
25000000,8850,8.178203,48063435,108,5.4,138,0
40000000,64685,31.066874,55247881,129,6.9,708,0
40000000,38357,22.491388,58785180,102,6.1,412,0
40000000,10060,12.885985,46442528,117,6.3,186,0
40000000,11398,7.832337,30199105,117,5.6,135,0
40000000,1833,10.433667,31670620,135,6.7,155,0
40000000,10391,3.321949,0,107,4.9,71,0
75000000,8970,4.842626,29000000,90,5,45,0
40000000,9306,13.210898,49627779,96,4.6,147,0
40000000,11370,3.296933,27053815,104,5.2,56,0
35000000,12184,22.939557,0,115,6.4,477,0
40000000,1921,19.372805,65754228,119,6.4,278,0
40000000,1683,13.445697,62771059,99,5.4,205,0
500000,203,17.002096,3000000,110,7.2,345,1
40000000,11858,4.516953,24332324,128,5.9,81,0
40000000,62835,33.785969,60965854,108,6.5,824,0
40000000,18937,16.059443,38172500,86,6.9,190,0
40000000,13536,3.476966,22433915,108,5.7,92,0
0,15556,5.778724,0,128,5.9,48,0
40000000,10718,7.360793,46546197,84,4.7,119,0
0,11062,3.621837,0,111,6,67,0
45000000,10802,14.513305,20350754,128,4.9,256,0
40000000,1887,22.364549,60474340,123,6.5,642,0
40000000,6071,6.90894,0,101,5.7,81,0
63600000,10461,4.494788,19412993,102,4.8,145,0
42000000,80278,47.559928,180274123,113,7,2025,1
55000000,12704,2.410546,14375181,107,4.2,28,0
40000000,10315,41.258956,46471023,87,7.5,1176,1
40000000,16643,8.980846,16872671,103,5.7,124,0
40000000,2687,7.222985,14358033,99,5.7,125,0
10000000,194,73.720244,173921954,122,7.8,3310,1
0,11025,10.0403,0,91,5.5,185,0
60000000,8849,15.219263,13395939,103,5.6,248,0
40000000,78698,8.303696,24719215,107,6.6,152,0
38000000,30943,4.746085,28121100,106,5.9,54,0
40000000,9544,6.756886,18902015,101,3.2,105,0
40000000,24418,16.424807,28169671,109,5.5,348,0
40000000,7288,15.590001,19322135,89,5.9,482,0
0,14655,5.483671,0,103,6.3,47,0
0,24575,1.630541,0,115,5.2,21,0
45000000,10366,14.566664,10667893,82,4.2,135,0
33000000,19898,28.353517,20645327,108,6.5,774,0
40000000,4965,9.579975,0,102,6.1,135,0
40000000,15074,2.911819,10959475,93,5,28,0
0,56715,10.844882,0,88,4.8,171,0
50000000,1272,51.502884,32017803,107,7,1182,1
40000000,72358,13.119133,22044277,91,6,373,0
40000000,20542,4.238482,0,94,5.4,15,0
40000000,266396,26.935458,13644292,115,5.5,392,0
40000000,9978,16.282962,23937870,93,5.1,213,0
20000000,8271,31.690456,117760134,105,6.6,1006,0
20000000,10428,17.842246,7563728,107,6.2,398,0
0,5353,8.048305,0,101,6.6,96,0
30000000,11934,14.188982,0,111,7.1,275,1
40000000,14392,6.884467,0,126,6.3,83,0
25000000,19495,8.212018,0,112,4.3,17,0
39200000,110415,64.238688,86758912,126,6.7,2854,0
25000000,77459,17.375562,0,90,6.5,313,0
0,26486,6.7698,0,90,5.9,15,0
15000000,9495,44.690107,94000000,102,7.3,953,1
40000000,256040,16.254032,100000000,159,7.5,135,1
39000000,24420,37.492928,101229792,107,6.7,798,0
0,1257,18.678415,69485490,102,5.8,191,0
39000000,62214,27.908783,35287788,87,6.6,932,0
39000000,16320,45.388937,38869464,119,7.4,1264,1
39000000,8842,2.817364,6614280,106,4.5,32,0
39000000,9531,22.164202,75850624,125,5.3,490,0
40000000,64807,21.362949,44907260,113,6,433,0
80341000,12289,14.8375,127814609,150,7.1,205,1
30000000,11529,18.256028,180622424,108,6,394,0
38000000,20943,22.332927,205298907,96,6.4,972,0
0,9099,5.417787,0,90,5.5,94,0
38000000,9488,24.085144,119723358,100,5.3,521,0
38000000,193,14.779041,120000000,118,6.4,452,0
3860000,44865,19.947265,64076736,130,6.3,273,0
38000000,55787,16.801218,114156230,120,6.7,850,0
40000000,257932,5.057695,0,88,6.8,19,0
50000000,10400,20.825781,73956241,146,7.2,396,1
38000000,1957,11.500783,51801187,114,6.2,264,0
35000000,10833,13.932203,0,123,5.7,254,0
38000000,256961,41.258487,107597242,94,5,567,0
53000000,5852,6.454634,29700000,102,5.6,88,0
38000000,12312,5.257009,0,99,5.5,40,0
38000000,622,30.359164,58401898,133,6.3,756,0
38000000,11306,3.426555,17380126,118,5.7,80,0
57000000,12508,11.60815,16991902,105,6,190,0
10000000,25793,18.664624,47536959,110,6.9,417,0
38000000,10534,10.047579,10300000,129,6.3,86,0
15000000,1091,52.731379,19629760,109,7.8,1588,1
38000000,87421,46.630062,98337295,119,6.2,2035,0
37000000,10871,4.131546,6482195,118,5.8,52,0
0,13503,5.641978,0,110,5.4,19,0
55000000,13600,23.465539,17869048,90,6.2,605,0
32000000,68722,25.682509,28258060,137,7,701,1
38000000,14324,6.760922,5410749,93,4.3,75,0
40000000,14325,3.87823,9793496,130,7.1,71,1
38000000,299687,57.889964,109906372,112,5.6,1945,0
37000000,312221,57.773583,173567581,133,7.3,1915,1
37000000,23168,24.218358,154026136,125,7,1468,1
40000000,76494,27.009723,79700000,110,5.8,594,0
37000000,4944,31.941347,163720069,96,6.5,1222,0
37000000,10488,14.353279,100076342,96,5.6,330,0
38000000,96721,33.003828,90247624,123,7.7,2277,1
37000000,334,30.993736,48451803,188,7.5,825,1
30000000,23742,25.825771,55583804,107,5.3,511,0
38000000,259694,46.078371,112343513,110,5.9,1201,0
37000000,62837,6.63839,95404397,113,6.7,163,0
37000000,8966,127.084938,392616625,122,5.8,3561,0
36000000,8470,27.465433,102244770,116,7,594,1
65000000,11001,16.865782,117758500,93,6.1,352,0
37000000,138832,100.348805,269994119,110,6.8,2972,0
36500000,16911,2.785832,21834845,115,5.3,23,0
36000000,2163,9.176339,50159144,95,6.6,198,0
36000000,36670,23.380757,160000000,134,5.8,338,0
36000000,23048,33.926473,64572262,101,6,894,0
36000000,227735,6.967857,52424533,107,6.7,96,0
42000000,2155,11.470135,32168970,124,5.4,173,0
36000000,8409,19.854932,44350926,109,5.8,258,0
37000000,222936,29.652536,26250020,105,5.2,692,0
0,31908,8.102925,0,130,6.2,40,0
0,10219,2.79483,0,127,6.3,32,0
37000000,48171,11.492474,96047633,114,5.8,556,0
36000000,782,70.398356,12532777,106,7.5,1808,1
36000000,75531,1.068453,3003296,95,4.6,14,0
37000000,11802,6.293217,63800345,81,5.2,99,0
0,9776,3.457194,0,95,5.3,71,0
35000000,18785,82.21166,459270619,100,7.2,6173,1
36000000,365222,19.167377,156844753,105,6.5,379,0
33000000,817,18.316151,310940086,95,6.2,1011,0
35000000,268,44.104469,411348924,126,7,2096,1
0,45054,6.668679,0,112,5.9,27,0
35000000,943,36.172182,321731527,118,6.4,811,0
29000000,22881,25.767395,309208309,129,7.2,1597,1
35000000,10054,21.543389,147934180,88,5.5,867,0
35000000,51540,50.309843,117000000,98,6.5,2277,0
38000000,44264,49.292384,252276927,110,7.2,1668,1
35000000,350,83.893257,326551094,109,7,3088,1
35000000,152,24.616634,139000000,132,6.2,530,0
35000000,109431,34.005726,173965010,111,5.6,1645,0
35000000,1598,27.714043,182300000,128,7,675,1
35000000,8065,45.149948,69823199,123,6.5,1375,0
35000000,271718,72.774941,140795793,125,5.9,1181,0
35000000,11638,3.74263,68915888,105,5.5,225,0
27000000,409,29.381878,231976425,162,7,542,1
35000000,2118,24.860326,126216940,138,7.7,1310,1
35000000,11459,11.041659,86369815,100,5.8,550,0
35000000,10806,11.897925,0,90,6.3,177,0
35000000,9348,23.607071,113374103,108,5.5,453,0
1800000,377,38.204158,25504513,91,7.2,1180,1
33000000,8843,25.413955,104155843,107,6,436,0
0,9313,28.98027,0,132,6.3,1018,0
35000000,39486,9.525037,60251371,123,6.8,103,0
34000000,1273,18.39217,95608995,90,6,345,0
32000000,13920,9.254647,52277485,109,6.8,141,0
35000000,50544,40.526587,150483765,109,6.5,2237,0
35000000,325133,50.179171,108758521,91,5.6,1462,0
35000000,140823,31.957947,112544580,125,7.3,1226,1
34000000,1883,19.822791,48169908,202,7.2,370,1
35000000,89492,38.429648,88058786,134,5.6,896,0
35000000,22949,13.707843,92219310,88,5.2,210,0
35000000,12437,51.927471,91353501,92,6.2,1428,0
35000000,2959,14.503568,69307224,91,5.2,253,0
0,9957,6.74556,0,80,5.2,242,0
30000000,11648,11.120167,58405313,98,5.8,140,0
35000000,9366,40.370442,41954997,127,7.4,1147,1
33000000,1576,40.715623,102984862,100,6.4,2065,0
10700000,609,36.230204,122200000,114,7,794,1
0,5516,23.666229,0,104,6,415,0
35000000,13051,25.903237,85416905,100,5.2,613,0
40000000,49530,60.231382,173930596,109,6.7,3417,0
35000000,34806,18.38292,77477008,106,5.7,458,0
35000000,49022,14.029012,59901913,112,5.9,296,0
0,11469,15.913783,0,95,5.1,287,0
35000000,23479,6.889633,35323292,102,6.9,97,0
35000000,11667,19.286099,99423521,102,4.1,325,0
35000000,423,50.587541,120072577,150,8,1864,1
35000000,2447,3.721272,0,101,6.4,35,0
40000000,10066,17.157738,68766121,113,5.5,677,0
27000000,2288,22.636908,115505027,104,6.7,811,0
35000000,88794,28.069419,84606030,137,6,741,0
35000000,13515,19.774543,72436439,110,6,485,0
35000000,11979,11.644243,45479110,101,5.4,239,0
35000000,169,27.934978,57120318,108,5.9,730,0
35000000,8090,12.677505,32483410,101,5.9,238,0
35000000,11622,8.737058,40263020,112,6.3,245,0
35000000,3604,12.343507,27107960,111,6.1,233,0
35000000,9541,14.699342,36098382,102,5.8,325,0
45000000,94348,14.513243,30353232,101,5.1,300,0
35000000,8197,5.525544,25105255,155,6.3,157,0
8900000,336004,15.079993,4100000,93,5.6,318,0
35000000,35019,23.835055,93246388,109,6,436,0
35000000,10410,5.926966,0,140,6.1,81,0
30000000,8836,25.454549,68369434,104,5.5,523,0
31000000,14442,22.71592,27388767,96,5.9,437,0
35000000,321741,35.120736,50363790,123,7,823,1
35000000,59965,19.893646,82087155,106,5.6,961,0
35000000,14175,14.051852,19478106,76,5.2,235,0
35000000,11004,9.011729,0,111,6.9,161,0
35000000,11918,19.088655,25871834,85,4.9,379,0
56000000,98357,29.490057,19701164,109,5.7,593,0
35000000,10012,11.195593,19294901,97,5.1,167,0
35000000,49526,17.709888,31083599,91,6.2,832,0
35000000,268920,18.262017,51680201,87,5.4,647,0
35000000,9093,10.10364,29882645,132,6.5,159,0
35000000,119283,28.670477,46216641,118,5.7,1455,0
31000000,11823,16.736734,41512007,98,6,293,0
35000000,35169,13.668633,39340177,92,4.6,149,0
30000000,118957,9.780588,0,93,5.3,191,0
27000000,849,9.904881,16519460,117,5.8,129,0
35000000,4515,9.789027,63215872,92,6,216,0
35000000,18886,6.81729,0,115,5.7,31,0
35000000,6575,10.73522,18317151,96,6.6,212,0
0,6440,11.1399,0,111,6.4,108,0
35000000,13496,6.727949,13678913,94,5.7,55,0
35000000,18320,16.343317,27409889,105,7,322,1
40000000,22787,14.818718,12206028,101,5.3,220,0
32000000,8967,43.862456,54674226,139,6.5,987,0
33000000,37498,2.706207,0,91,4.7,64,0
35000000,144336,27.903999,17508518,110,5.5,555,0
35000000,9616,3.746806,11560806,102,4.8,91,0
20500000,13056,17.112498,10089373,102,5.6,294,0
35000000,14113,10.304172,12506188,83,4.9,135,0
35000000,285783,37.335721,61181942,123,6.9,1121,0
0,49478,0.912395,0,103,4.7,9,0
35000000,9726,16.782471,42064105,118,6.5,357,0
35000000,20763,3.503408,4651977,114,6.6,53,0
35000000,9702,9.122828,0,180,7.7,115,1
35000000,9311,5.419181,0,121,6.6,60,0
35000000,9280,9.07278,16838910,114,6.2,142,0
35000000,26843,2.864979,0,173,7.4,34,1
35000000,11876,2.877488,15000000,135,6.7,25,0
38000000,22267,5.516207,635096,138,6.6,49,0
0,45958,13.930763,25147786,148,7,291,1
35000000,1969,20.27704,10496317,93,5.8,307,0
0,310706,0.126738,0,100,0,0,0
34000000,198663,131.815575,348319861,113,7,5371,1
35000000,239573,16.832312,14431253,91,5,320,0
34000000,10436,9.133747,32255440,139,7,169,1
35000000,1381,24.606012,15304890,96,6.8,827,0
70000000,2162,3.276912,11263966,101,5.3,29,0
35000000,127493,16.830184,2106557,96,5.1,344,0
41677699,12429,39.58676,187479518,100,7.5,926,1
34000000,228205,41.946523,63013281,128,7.3,1064,1
75000000,2900,20.697556,19598588,109,5.4,254,0
34000000,21311,1.656695,0,114,5.3,18,0
35000000,77875,17.932561,0,106,5.4,240,0
35000000,192136,15.50957,27330000,141,6.5,224,0
32000000,18254,4.602185,40382659,195,7.1,67,1
40000000,881,40.379966,243240178,138,7.1,877,1
50000000,10877,12.601306,79958599,101,5.3,110,0
30000000,9600,24.389194,173959438,98,5.6,506,0
34000000,202575,12.867326,0,85,6.3,121,0
30000000,71469,23.328823,64626786,89,4.8,469,0
33000000,85446,29.775441,140470746,99,6.7,663,0
33000000,326,19.642328,62022014,105,5.1,497,0
33000000,10685,7.339908,0,96,4.9,110,0
33000000,7220,35.099611,54700105,124,6.1,766,0
30000000,9763,16.541791,27610873,118,6.6,238,0
30000000,72387,31.92695,40346186,94,6.3,799,0
33000000,12596,9.060642,0,124,5.7,116,0
32350000,1892,46.509071,572700000,135,7.9,4665,1
30000000,13460,21.538222,22211426,108,5.8,363,0
32000000,8055,33.923786,113019290,124,7.2,813,1
35000000,50647,20.908494,24159934,98,5.3,394,0
32000000,10719,16.901954,173398518,97,6.4,987,0
32000000,9294,15.039407,152036382,123,6.2,323,0
33000000,11888,13.655735,0,99,5.3,185,0
0,9647,21.620317,60328000,101,6.7,390,0
32000000,9353,14.642055,80197993,92,5.6,359,0
32500000,55721,17.107065,288383523,125,6.5,1661,0
32000000,109414,38.21708,126041322,107,6.3,2359,0
29000000,10307,14.993169,50041732,103,6,242,0
32000000,11978,24.147269,48814909,129,7,544,1
32000000,22907,18.47242,69055695,107,6,394,0
35000000,87567,18.84332,21819348,90,5.7,414,0
32000000,38322,15.901137,83615414,107,5.3,313,0
32000000,45612,59.19888,147332697,93,7.1,2699,1
32000000,7305,14.48851,36733909,120,6.7,374,0
30000000,3594,23.197408,77566815,101,6.3,1018,0
33000000,157841,10.651202,9494789,105,6.7,232,0
35000000,11519,10.032626,31755742,113,5.6,143,0
0,12920,6.048743,0,106,6.3,67,0
32000000,59,34.628738,60740827,96,6.9,832,0
32000000,9335,47.5612,85167639,87,6.2,1061,0
32000000,12106,16.473355,18552460,107,6.3,427,0
28000000,11141,6.201404,30016165,90,5.6,104,0
32000000,8649,15.560918,0,121,6.6,225,0
32000000,31867,25.799697,18409891,111,6.2,620,0
70000000,10253,4.822033,53587404,90,4,104,0
32000000,3587,3.379454,0,110,5.4,44,0
30000000,124459,26.9385,27437881,100,5.3,724,0
32000000,24662,4.098444,3566637,75,7.1,24,1
0,32274,4.901553,0,132,7.2,18,1
32000000,182,5.347936,5914908,108,5.9,86,0
32000000,5494,4.120549,0,93,5,13,0
31500000,28,49.973462,89460381,153,8,2055,1
32000000,38073,13.611544,42045846,102,6,262,0
0,2054,6.775294,106269971,137,6.9,113,0
31500000,302156,27.891012,14708696,113,5.7,557,0
31000000,606,13.864975,128499205,161,7,279,1
31000000,87502,42.213765,161772375,138,6.5,2415,0
34000000,698,29.887404,210308099,126,5.9,541,0
30000000,120467,74.417456,174600318,99,8,4519,1
31000000,11313,7.06762,24185781,101,6.4,131,0
